State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Chhattisgarh,RAIPUR,2007,Whole Year ,Turmeric,36,61
Maharashtra,AURANGABAD,2014,Kharif     ,Sunflower,100,0
Telangana ,RANGAREDDI,2001,Whole Year ,Banana,249,3533
Uttar Pradesh,GORAKHPUR,2006,Rabi       ,Masoor,1739,1068
Assam,DARRANG,2002,Kharif     ,Niger seed,801,401
Chhattisgarh,BALOD,2011,Kharif     ,Maize,125,149
Assam,KAMRUP METRO,2013,Kharif     ,Jute,46,473
Uttar Pradesh,MORADABAD,2013,Rabi       ,Wheat,122018,394362
Maharashtra,HINGOLI,2000,Summer     ,Sunflower,1300,700
Karnataka,MYSORE,2002,Whole Year ,Cashewnut Processed,169,15
Bihar,SARAN,2006,Rabi       ,Khesari,213,168
Madhya Pradesh,KHARGONE,2000,Kharif     ,Maize,20819,24526
Bihar,BEGUSARAI,2010,Kharif     ,Ragi,38,37
Haryana,SONIPAT,2003,Rabi       ,Gram,206,0
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year ,Cotton(lint),67,168
Meghalaya,EAST KHASI HILLS,2009,Winter     ,Rice,5406,9907
Maharashtra,NASHIK,2012,Kharif     ,Jowar,6800,12800
Punjab,NAWANSHAHR,2001,Whole Year ,Sugarcane,12000,720000
Odisha,NAYAGARH,2015,Autumn     ,Rice,1000,0
Jharkhand,GIRIDIH,2006,Winter     ,Potato,1741.22,24647
Tamil Nadu,THANJAVUR,2004,Kharif     ,Bajra,6,14
Rajasthan,ALWAR,2008,Kharif     ,Sesamum,3453,1000
Arunachal Pradesh,CHANGLANG,2003,Kharif     ,Rice,11867,18508
Odisha,DEOGARH,2005,Winter     ,Moong(Green Gram),223,73.8
Karnataka,BANGALORE RURAL,2002,Whole Year ,Grapes,1135,37326
Telangana ,KARIMNAGAR,2004,Rabi       ,Moong(Green Gram),1370,447
Karnataka,CHITRADURGA,2012,Kharif     ,Groundnut,71002,41415
Maharashtra,NASHIK,2002,Kharif     ,Arhar/Tur,9000,6800
Madhya Pradesh,CHHINDWARA,1998,Kharif     ,Small millets,53200,8600
Uttar Pradesh,PILIBHIT,2010,Kharif     ,Arhar/Tur,7,5
Karnataka,BAGALKOT,2004,Whole Year ,Banana,191,7032
Karnataka,BIDAR,2012,Summer     ,Jowar,44,72
Uttar Pradesh,KHERI,1997,Rabi       ,Sunflower,10,15
Maharashtra,CHANDRAPUR,2004,Rabi       ,Sunflower,200,100
Haryana,KARNAL,2008,Rabi       ,Peas & beans (Pulses),176,300
Odisha,NUAPADA,1999,Whole Year ,Tobacco,220,80
Chhattisgarh,KANKER,2010,Kharif     ,Sunflower,32,7
Himachal Pradesh,MANDI,2002,Kharif     ,Small millets,1683,674
Odisha,NABARANGPUR,1997,Winter     ,Arhar/Tur,153,39
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Arhar/Tur,8678,6892
Chhattisgarh,KOREA,2006,Kharif     ,Jowar,673,524
Gujarat,SURAT,2009,Kharif     ,Cotton(lint),800,2800
Uttar Pradesh,AMROHA,2013,Rabi       ,Barley,50,144
Assam,NALBARI,2008,Kharif     ,Cotton(lint),1,1
Bihar,MUZAFFARPUR,2014,Kharif     ,Urad,90,82
Madhya Pradesh,CHHATARPUR,2000,Kharif     ,Bajra,20,10
Bihar,NALANDA,2007,Rabi       ,Barley,451,709
Uttar Pradesh,AMROHA,2004,Rabi       ,Gram,2,2
Odisha,BALANGIR,2011,Summer     ,Sesamum,46,10.2
Telangana ,NIZAMABAD,2011,Rabi       ,Urad,1559,649
Tamil Nadu,TIRUVANNAMALAI,2002,Whole Year ,Brinjal,478,3629
Bihar,PURNIA,1998,Summer     ,Maize,14976,47497
Madhya Pradesh,DHAR,2006,Rabi       ,Jowar,157,132
Meghalaya,EAST GARO HILLS,1997,Whole Year ,Sugarcane,21,58
West Bengal,DINAJPUR UTTAR,1998,Kharif     ,Urad,6067,2120
Meghalaya,EAST GARO HILLS,2008,Whole Year ,Arecanut,1107,1258
Rajasthan,PALI,2009,Rabi       ,Rapeseed &Mustard,10528,9817
West Bengal,DARJEELING,2003,Rabi       ,Masoor,42,31
Maharashtra,SATARA,2006,Kharif     ,Cotton(lint),4000,4400
Kerala,KOLLAM,2007,Whole Year ,Black pepper,8988,2018
Uttarakhand,HARIDWAR,2009,Kharif     ,Groundnut,1168,1731
Tamil Nadu,TIRUPPUR,2013,Whole Year ,Cashewnut,203,58
Tripura,WEST TRIPURA,2014,Kharif     ,Rice,25700,75960
Odisha,DEOGARH,1999,Winter     ,Rice,26000,34000
Himachal Pradesh,BILASPUR,1999,Kharif     ,Rice,1516,2431
Odisha,BARGARH,2001,Rabi       ,Gram,360,170
Maharashtra,AURANGABAD,2000,Kharif     ,Sunflower,4400,2100
Chhattisgarh,RAIGARH,2004,Whole Year ,Sugarcane,508,1481
Rajasthan,TONK,2000,Whole Year ,Coriander,183,60
Punjab,MUKTSAR,2006,Kharif     ,Moong(Green Gram),700,800
Tripura,KHOWAI,2013,Whole Year ,Sugarcane,48,2668
Uttar Pradesh,KHERI,2004,Rabi       ,Turmeric,40,70
Bihar,PATNA,2014,Kharif     ,Other Kharif pulses,124,94
Assam,GOLAGHAT,2013,Kharif     ,Sesamum,254,160
Haryana,SONIPAT,1999,Rabi       ,Gram,142,0
Meghalaya,SOUTH GARO HILLS,1998,Kharif     ,Dry ginger,144,705
Uttar Pradesh,SITAPUR,2013,Rabi       ,Peas & beans (Pulses),1762,1667
Uttar Pradesh,MAHARAJGANJ,1999,Summer     ,Moong(Green Gram),182,134
Haryana,SONIPAT,1998,Rabi       ,Gram,230,0
Kerala,PATHANAMTHITTA,2000,Whole Year ,Cardamom,664,67
West Bengal,MEDINIPUR EAST,1998,Whole Year ,Arecanut,718,1134
Tamil Nadu,THIRUVALLUR,1997,Kharif     ,Sesamum,1323,410
Maharashtra,PUNE,2001,Rabi       ,Jowar,487800,235700
Madhya Pradesh,SAGAR,2009,Whole Year ,Coriander,568,171
Assam,GOLAGHAT,2011,Rabi       ,Peas & beans (Pulses),1024,928
Meghalaya,EAST KHASI HILLS,2010,Kharif     ,Dry ginger,474,3593
West Bengal,BANKURA,2005,Whole Year ,Sugarcane,13,573
Haryana,PANCHKULA,2003,Kharif     ,Bajra,499,2000
Tamil Nadu,PERAMBALUR,2006,Whole Year ,Cashewnut,35522,7114
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Urad,62912,10318
Uttar Pradesh,HARDOI,2008,Kharif     ,Maize,51373,75056
Odisha,BARGARH,2009,Summer     ,Sesamum,95,34.6
Tamil Nadu,RAMANATHAPURAM,2013,Whole Year ,Cashewnut,168,48
Bihar,MADHUBANI,2007,Kharif     ,Arhar/Tur,173,221
Uttar Pradesh,BAGHPAT,2005,Rabi       ,Wheat,57683,188623
Madhya Pradesh,RATLAM,2011,Kharif     ,Groundnut,372,568
Uttar Pradesh,AURAIYA,2013,Kharif     ,Maize,7314,18709
Chhattisgarh,KOREA,2008,Kharif     ,Maize,8421,11325
Assam,NAGAON,2012,Rabi       ,Peas & beans (Pulses),1920,801
West Bengal,DARJEELING,2000,Kharif     ,Urad,244,110
Karnataka,HAVERI,2000,Kharif     ,Ragi,3057,4897
Nagaland,ZUNHEBOTO,2012,Kharif     ,Bajra,60,60
Gujarat,JAMNAGAR,2007,Kharif     ,Jowar,800,1100
Uttar Pradesh,ETAWAH,1999,Whole Year ,Sugarcane,1192,53583
Chhattisgarh,DHAMTARI,2006,Whole Year ,Sweet potato,31,165
West Bengal,HOWRAH,2008,Rabi       ,Khesari,621,587
Tamil Nadu,COIMBATORE,2012,Kharif     ,Cotton(lint),558,979
Karnataka,BIJAPUR,2007,Rabi       ,Onion,3473,23742
Tamil Nadu,THENI,1999,Whole Year ,Cashewnut,1547,453
Karnataka,CHITRADURGA,2001,Rabi       ,Wheat,1531,1838
Kerala,THRISSUR,2006,Whole Year ,Cashewnut,2419,960
Uttar Pradesh,MAHARAJGANJ,2011,Rabi       ,Rapeseed &Mustard,3506,2458
Kerala,PATHANAMTHITTA,2005,Summer     ,Rice,955,2460
Jharkhand,GODDA,2007,Whole Year ,Sugarcane,40.46,1700
Karnataka,BIDAR,2000,Whole Year ,Turmeric,293,1218
Tamil Nadu,TIRUCHIRAPPALLI,2000,Kharif     ,Cotton(lint),7083,12300
Haryana,YAMUNANAGAR,2010,Whole Year ,Onion,351,7400
Punjab,MUKTSAR,2002,Rabi       ,Rapeseed &Mustard,5000,5000
Assam,KOKRAJHAR,2014,Kharif     ,Mesta,1244,7293
Nagaland,WOKHA,2014,Kharif     ,Horse-gram,60,70
West Bengal,MALDAH,1999,Rabi       ,Linseed,232,83
Kerala,PALAKKAD,2008,Whole Year ,Cardamom,2754,333
Bihar,JEHANABAD,2001,Kharif     ,Rice,2,3
Tamil Nadu,KARUR,2005,Kharif     ,Jowar,21058,6339
Uttar Pradesh,SONBHADRA,2009,Rabi       ,Turmeric,4,13
Bihar,SITAMARHI,2003,Rabi       ,Wheat,52930,84738
Uttar Pradesh,AGRA,2003,Kharif     ,Groundnut,1,1
Assam,CACHAR,2003,Whole Year ,Pineapple,1550,26207
Himachal Pradesh,SOLAN,2006,Kharif     ,Urad,1151,223
Gujarat,PORBANDAR,2009,Summer     ,Groundnut,100,100
Tamil Nadu,COIMBATORE,2002,Whole Year ,Jack Fruit,13,147
Assam,SIVASAGAR,2001,Rabi       ,Other  Rabi pulses,1176,575
Mizoram,SAIHA,2008,Kharif     ,other oilseeds,107,87
Odisha,RAYAGADA,2014,Winter     ,Horse-gram,2785,1094.5
Rajasthan,CHITTORGARH,1998,Rabi       ,Gram,86243,78563
Assam,BAKSA,2010,Rabi       ,Banana,680,9956
Maharashtra,SOLAPUR,2013,Kharif     ,Arhar/Tur,18800,9200
Karnataka,CHITRADURGA,1999,Whole Year ,Sugarcane,1314,132320
Meghalaya,EAST JAINTIA HILLS,1997,Whole Year ,Sweet potato,1988,5709
Odisha,NAYAGARH,2009,Autumn     ,Groundnut,86,87.5
Madhya Pradesh,BURHANPUR,2012,Whole Year ,Potato,6,88
Gujarat,JAMNAGAR,2005,Kharif     ,Other Kharif pulses,400,200
Rajasthan,BIKANER,1998,Kharif     ,Sesamum,16640,2603
Himachal Pradesh,LAHUL AND SPITI,2008,Rabi       ,Rapeseed &Mustard,75,112
Chhattisgarh,NARAYANPUR,2010,Kharif     ,Ragi,347,97
Andhra Pradesh,SRIKAKULAM,2008,Kharif     ,Mesta,9162,67290
Madhya Pradesh,RATLAM,2006,Kharif     ,Rice,2168,1586
Madhya Pradesh,MANDSAUR,1999,Whole Year ,Sugarcane,24,1130
Haryana,SONIPAT,2004,Rabi       ,Rapeseed &Mustard,5453,6000
Maharashtra,KOLHAPUR,2010,Kharif     ,Jowar,8000,15100
Haryana,BHIWANI,1999,Rabi       ,Wheat,140422,465000
Uttar Pradesh,PILIBHIT,2001,Rabi       ,Rapeseed &Mustard,6655,5114
Arunachal Pradesh,TAWANG,1998,Rabi       ,Wheat,1795,2154
Odisha,KORAPUT,2003,Whole Year ,Dry chillies,4060,3210
Uttarakhand,UTTAR KASHI,2006,Rabi       ,Peas & beans (Pulses),746,597
Maharashtra,OSMANABAD,2001,Rabi       ,Linseed,11900,5900
Gujarat,JAMNAGAR,2010,Whole Year ,Onion,4300,114000
Assam,SONITPUR,2006,Kharif     ,Small millets,49,23
Maharashtra,DHULE,2004,Rabi       ,Rapeseed &Mustard,100,100
Odisha,RAYAGADA,2009,Winter     ,Maize,85,78.1
Odisha,SUNDARGARH,2001,Whole Year ,Coriander,390,190
Uttar Pradesh,BALLIA,2007,Rabi       ,Turmeric,1,3
Maharashtra,HINGOLI,2013,Summer     ,Maize,1200,1600
Himachal Pradesh,UNA,2008,Kharif     ,Sesamum,286,88
Nagaland,KOHIMA,2013,Kharif     ,Colocosia,670,6370
West Bengal,BANKURA,2006,Kharif     ,Mesta,1,10
Madhya Pradesh,PANNA,2003,Kharif     ,Jowar,4129,3990
Assam,CHIRANG,2014,Kharif     ,Sesamum,394,272
Maharashtra,SINDHUDURG,2000,Kharif     ,Sesamum,200,100
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Dry chillies,43,40
Tamil Nadu,DINDIGUL,1997,Whole Year ,Turmeric,34,210
Uttar Pradesh,AMBEDKAR NAGAR,2011,Summer     ,Urad,2144,1018
Uttar Pradesh,AZAMGARH,2009,Rabi       ,Tobacco,97,556
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sunflower,2800,1100
Bihar,SARAN,2008,Rabi       ,Maize,5503,12563
Madhya Pradesh,DHAR,2003,Rabi       ,Safflower,3,1
Meghalaya,WEST GARO HILLS,2005,Rabi       ,Other  Rabi pulses,1333,1113
West Bengal,PURULIA,2013,Rabi       ,Rapeseed &Mustard,3187,3153
Gujarat,VALSAD,2004,Kharif     ,Jowar,100,100
Assam,LAKHIMPUR,2006,Kharif     ,Sesamum,354,129
Gujarat,GANDHINAGAR,2012,Kharif     ,Cotton(lint),34800,136900
Odisha,JAJAPUR,2002,Whole Year ,Sweet potato,130,1000
Uttar Pradesh,FIROZABAD,2001,Kharif     ,Arhar/Tur,1535,1096
Assam,UDALGURI,2005,Whole Year ,Tobacco,2,1
Andhra Pradesh,SRIKAKULAM,2012,Rabi       ,Dry chillies,2237,11174
Telangana ,WARANGAL,2008,Kharif     ,Rice,152852,459932
Uttar Pradesh,BANDA,2009,Rabi       ,Gram,98876,54291
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Banana,5547,123149
Karnataka,UTTAR KANNAD,2006,Rabi       ,Moong(Green Gram),774,234
Uttar Pradesh,LALITPUR,2004,Kharif     ,Soyabean,5968,2465
Karnataka,MANDYA,2002,Summer     ,Rice,2797,7201
Madhya Pradesh,BARWANI,2003,Whole Year ,Sugarcane,2155,74850
Uttar Pradesh,SIDDHARTH NAGAR,2010,Rabi       ,Onion,208,3829
West Bengal,HOOGHLY,2014,Rabi       ,Peas & beans (Pulses),155,157
Uttar Pradesh,BAREILLY,2008,Rabi       ,Gram,5,5
Rajasthan,ALWAR,2000,Kharif     ,Castor seed,1,0
Assam,KAMRUP,2005,Kharif     ,Maize,171,106
Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Whole Year ,Dry ginger,2966,22305
Arunachal Pradesh,LOWER DIBANG VALLEY,2008,Whole Year ,Dry ginger,2833,21248
Bihar,PATNA,1997,Rabi       ,Barley,963,1197
Rajasthan,JHALAWAR,2009,Rabi       ,Linseed,149,82
Assam,BARPETA,2002,Whole Year ,Pineapple,310,4989
Punjab,FATEHGARH SAHIB,2014,Kharif     ,Maize,1000,4000
Uttarakhand,DEHRADUN,2006,Rabi       ,Rapeseed &Mustard,306,207
Karnataka,DHARWAD,2008,Kharif     ,Ragi,62,40
Uttar Pradesh,LALITPUR,2001,Kharif     ,Urad,55956,26355
Karnataka,UDUPI,2011,Rabi       ,Horse-gram,153,187
Odisha,SONEPUR,2000,Kharif     ,Mesta,380,920
Madhya Pradesh,SHAJAPUR,2001,Whole Year ,Garlic,843,1824
Uttarakhand,NAINITAL,2011,Kharif     ,Soyabean,5612,10757
Odisha,KENDRAPARA,2014,Summer     ,Rice,1000,2000
Uttar Pradesh,BUDAUN,2012,Kharif     ,Sweet potato,1274,16494
Bihar,KISHANGANJ,2013,Summer     ,Maize,1708,8013
Madhya Pradesh,SINGRAULI,2010,Kharif     ,Groundnut,31,44
Sikkim,NORTH DISTRICT,2007,Kharif     ,Maize,2750,3760
Mizoram,MAMIT,2007,Rabi       ,other oilseeds,32,26
Bihar,MADHEPURA,2008,Rabi       ,Masoor,740,533
Uttar Pradesh,PILIBHIT,2012,Rabi       ,Garlic,21,109
Bihar,BHOJPUR,2003,Rabi       ,Wheat,76500,185606
Telangana ,ADILABAD,2005,Rabi       ,Groundnut,4188,6089
Karnataka,KODAGU,2011,Kharif     ,Potato,16,132
Assam,SONITPUR,2005,Kharif     ,Arhar/Tur,498,414
West Bengal,DINAJPUR UTTAR,2000,Kharif     ,Ragi,598,1049
West Bengal,24 PARAGANAS SOUTH,2000,Summer     ,Moong(Green Gram),2266,1195
Bihar,AURANGABAD,2012,Rabi       ,Linseed,5301,4596
Uttar Pradesh,RAMPUR,1998,Rabi       ,Linseed,2,1
Maharashtra,YAVATMAL,2013,Whole Year ,Sugarcane,6500,490700
Jharkhand,JAMTARA,2004,Autumn     ,Maize,2709.74,3403.43
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Kharif     ,Arhar/Tur,3879,4258
Bihar,VAISHALI,2001,Whole Year ,Sugarcane,36,1697
Assam,JORHAT,2001,Autumn     ,Rice,8312,7157
Uttar Pradesh,SANT KABEER NAGAR,2004,Kharif     ,Maize,1522,2341
Bihar,SITAMARHI,2013,Kharif     ,Moong(Green Gram),22,7
Uttar Pradesh,SIDDHARTH NAGAR,1997,Rabi       ,Masoor,4948,4765
Kerala,KOZHIKODE,2014,Whole Year ,Cowpea(Lobia),5,0
West Bengal,MALDAH,2010,Kharif     ,Horse-gram,315,129
Madhya Pradesh,DATIA,2004,Whole Year ,Potato,206,3518
Assam,MARIGAON,2014,Rabi       ,Linseed,206,130
Uttar Pradesh,SAHARANPUR,2010,Summer     ,Urad,2115,954
Chhattisgarh,SURAJPUR,2012,Whole Year ,Sugarcane,811,2931
Uttar Pradesh,BULANDSHAHR,2007,Kharif     ,Cotton(lint),406,111
Karnataka,BANGALORE RURAL,2013,Kharif     ,Urad,5,2
Assam,CACHAR,2005,Kharif     ,Jute,73,745
Uttar Pradesh,KHERI,2005,Rabi       ,Gram,172,197
Madhya Pradesh,BHOPAL,1999,Kharif     ,Dry ginger,13,12
Tamil Nadu,VELLORE,2008,Whole Year ,Black pepper,1,0
Meghalaya,WEST GARO HILLS,2002,Kharif     ,Jute,3424,32075
Karnataka,SHIMOGA,1999,Kharif     ,Sunflower,110,38
Madhya Pradesh,KHARGONE,2000,Rabi       ,Rapeseed &Mustard,14,3
Telangana ,RANGAREDDI,2011,Rabi       ,Groundnut,9016,17356
Andhra Pradesh,PRAKASAM,1997,Rabi       ,Varagu,2100,1300
Uttar Pradesh,VARANASI,2011,Rabi       ,Rapeseed &Mustard,763,1047
Karnataka,GULBARGA,2005,Rabi       ,Jowar,277912,252008
Uttar Pradesh,GORAKHPUR,2000,Rabi       ,Maize,173,281
Bihar,KAIMUR (BHABUA),2000,Rabi       ,Khesari,7267,6875
Uttar Pradesh,MAINPURI,2012,Kharif     ,Sweet potato,376,4868
Gujarat,SURENDRANAGAR,1997,Whole Year ,Sesamum,62900,34400
Arunachal Pradesh,EAST SIANG,2005,Whole Year ,Dry chillies,173,186
Uttar Pradesh,FIROZABAD,2012,Rabi       ,Rapeseed &Mustard,10131,16769
Rajasthan,RAJSAMAND,2003,Kharif     ,Urad,1805,588
Bihar,KHAGARIA,2006,Kharif     ,Maize,14828,17810
Odisha,JHARSUGUDA,2004,Winter     ,Sesamum,2018,559
Andhra Pradesh,SRIKAKULAM,2011,Rabi       ,Sesamum,3817,618
Odisha,DEOGARH,2004,Rabi       ,Niger seed,250,100
Madhya Pradesh,BURHANPUR,2013,Whole Year ,Onion,587,25822
Odisha,SONEPUR,2014,Autumn     ,Urad,82,38
Assam,GOLAGHAT,2012,Summer     ,Rice,4435,11552
Madhya Pradesh,SAGAR,2000,Whole Year ,Dry chillies,386,131
Assam,NALBARI,1998,Whole Year ,Potato,4100,32763
Chhattisgarh,MAHASAMUND,2006,Kharif     ,Sesamum,896,304
Karnataka,MYSORE,1998,Whole Year ,Coriander,639,63
Telangana ,MEDAK,2013,Kharif     ,Sesamum,162,37
Maharashtra,SANGLI,2004,Rabi       ,Safflower,2100,1300
Uttar Pradesh,BAHRAICH,2011,Rabi       ,Potato,2185,48247
Rajasthan,UDAIPUR,2001,Kharif     ,Soyabean,772,843
Andhra Pradesh,PRAKASAM,1997,Rabi       ,Dry chillies,4500,6900
Uttar Pradesh,GHAZIABAD,1999,Kharif     ,Urad,141,58
Tamil Nadu,VILLUPURAM,2009,Whole Year ,Sunflower,417,698
Chhattisgarh,BEMETARA,2012,Kharif     ,Sesamum,228,59
Chhattisgarh,KANKER,2014,Rabi       ,Khesari,1225,1530
Haryana,MAHENDRAGARH,2001,Kharif     ,Jowar,23,0
Odisha,JAGATSINGHAPUR,1999,Rabi       ,Garlic,380,1310
Uttar Pradesh,SULTANPUR,2012,Rabi       ,Masoor,5014,3249
Karnataka,KOLAR,2006,Summer     ,Rice,521,1409
Assam,DHEMAJI,2008,Rabi       ,Urad,685,698
Rajasthan,SIROHI,2002,Kharif     ,Jowar,3091,716
Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Turmeric,5,17
Assam,GOALPARA,2001,Whole Year ,Tobacco,60,28
Gujarat,JAMNAGAR,2002,Whole Year ,Garlic,900,7200
Gujarat,JUNAGADH,1998,Rabi       ,Rapeseed &Mustard,300,400
Karnataka,SHIMOGA,2012,Summer     ,Maize,5416,24285
Madhya Pradesh,MORENA,1998,Kharif     ,Sesamum,3500,1100
Maharashtra,SANGLI,2011,Kharif     ,Arhar/Tur,5500,1500
Rajasthan,BUNDI,2001,Whole Year ,Guar seed,2085,1397
Haryana,GURGAON,2000,Kharif     ,Jowar,19374,4200
Uttar Pradesh,JALAUN,2011,Rabi       ,Peas & beans (Pulses),69134,127690
Madhya Pradesh,GUNA,2013,Kharif     ,Urad,3981,2674
Odisha,KALAHANDI,2001,Rabi       ,Sunflower,1050,1350
Bihar,KATIHAR,2000,Kharif     ,Arhar/Tur,163,138
Bihar,NAWADA,2002,Autumn     ,Maize,1500,1651
Gujarat,BHARUCH,1998,Kharif     ,Other Cereals & Millets,100,0
Rajasthan,JAISALMER,2009,Kharif     ,Moth,469,15
Kerala,ALAPPUZHA,2011,Whole Year ,Dry ginger,93.64,298.28
Uttar Pradesh,CHANDAULI,2013,Rabi       ,Gram,1165,1097
Uttar Pradesh,GONDA,2010,Kharif     ,Sugarcane,70037,3878929
Chhattisgarh,JANJGIR-CHAMPA,2009,Whole Year ,Potato,314,1528
Meghalaya,SOUTH WEST KHASI HILLS,2014,Summer     ,Potato,1402,20320
Nagaland,MON,2013,Rabi       ,Blackgram,60,50
Bihar,GAYA,2000,Rabi       ,Peas & beans (Pulses),629,607
Telangana ,KARIMNAGAR,2011,Rabi       ,Moong(Green Gram),4653,3234
Uttar Pradesh,CHITRAKOOT,2010,Rabi       ,Barley,4769,11014
Bihar,KAIMUR (BHABUA),1999,Kharif     ,Rice,400,426
Odisha,SONEPUR,2006,Winter     ,Urad,35,11.4
Madhya Pradesh,SIDHI,2003,Kharif     ,Arhar/Tur,31579,16072
Uttar Pradesh,MIRZAPUR,2008,Rabi       ,Potato,2051,42043
Uttar Pradesh,ALLAHABAD,2006,Kharif     ,Bajra,28913,26470
Uttar Pradesh,HATHRAS,2002,Rabi       ,Barley,7817,24145
Karnataka,RAICHUR,2012,Rabi       ,Maize,338,1023
Jammu and Kashmir ,SRINAGAR,1999,Kharif     ,Cond-spcs other,223,156.2
West Bengal,JALPAIGURI,2000,Kharif     ,Jute,44330,401470
Haryana,KARNAL,2001,Kharif     ,Moong(Green Gram),26,0
Karnataka,CHITRADURGA,2002,Whole Year ,Onion,10886,77697
Jammu and Kashmir ,SRINAGAR,2003,Rabi       ,Wheat,9,10
Maharashtra,CHANDRAPUR,2009,Rabi       ,Sesamum,200,23
Assam,GOALPARA,2005,Whole Year ,Tapioca,145,649
Karnataka,GULBARGA,2004,Kharif     ,Niger seed,1947,231
Haryana,KARNAL,2011,Whole Year ,Garlic,494,500
Bihar,PURNIA,2014,Whole Year ,Sugarcane,49,3055
Andhra Pradesh,KADAPA,1998,Whole Year ,Sugarcane,400,38200
Bihar,ARWAL,2009,Kharif     ,Moong(Green Gram),43,29
Karnataka,RAICHUR,1998,Rabi       ,Groundnut,14314,14836
Madhya Pradesh,SHIVPURI,2007,Rabi       ,Peas & beans (Pulses),1033,435
Uttar Pradesh,SULTANPUR,2011,Rabi       ,Barley,1091,2858
Karnataka,KOPPAL,2001,Whole Year ,Dry chillies,521,260
Telangana ,KARIMNAGAR,1997,Kharif     ,Dry chillies,11000,23800
Bihar,VAISHALI,2006,Rabi       ,Rapeseed &Mustard,2705,1696
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn     ,Sugarcane,73.33,889.2
Tamil Nadu,ARIYALUR,2011,Whole Year ,Onion,26,329
Odisha,GAJAPATI,2004,Winter     ,Sugarcane,268,12569.2
Chhattisgarh,RAJNANDGAON,2001,Kharif     ,Ragi,199,62
Karnataka,GADAG,2006,Whole Year ,Dry chillies,18798,5526
Gujarat,DOHAD,2012,Rabi       ,Onion,1700,42000
Uttar Pradesh,GONDA,2002,Rabi       ,Barley,1215,2991
Chhattisgarh,BIJAPUR,2012,Whole Year ,Banana,7,140
Nagaland,ZUNHEBOTO,2009,Kharif     ,Urad,20,10
Bihar,GOPALGANJ,2002,Rabi       ,Masoor,526,397
Bihar,BEGUSARAI,2004,Whole Year ,Banana,282,3615
Telangana ,KHAMMAM,2001,Rabi       ,Urad,7240,1231
Madhya Pradesh,SIDHI,2013,Kharif     ,Jowar,10905,13646
Madhya Pradesh,ASHOKNAGAR,2008,Rabi       ,Rapeseed &Mustard,5374,4888
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year ,Other Citrus Fruit,7,0
Karnataka,RAICHUR,2003,Rabi       ,Moong(Green Gram),7,2
Odisha,MALKANGIRI,2010,Summer     ,Moong(Green Gram),192,26.9
Madhya Pradesh,VIDISHA,2004,Whole Year ,Coriander,4171,1279
Madhya Pradesh,KHANDWA,2011,Whole Year ,Dry ginger,606,534
Odisha,KANDHAMAL,2011,Winter     ,Ragi,10,4.7
Chhattisgarh,KABIRDHAM,2012,Rabi       ,Masoor,2445,662
Odisha,MAYURBHANJ,2013,Winter     ,Horse-gram,505,134.8
Madhya Pradesh,DHAR,2002,Whole Year ,Onion,640,5984
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Turmeric,93,66
West Bengal,MEDINIPUR WEST,2003,Kharif     ,Sunflower,360,396
Tamil Nadu,VIRUDHUNAGAR,2012,Kharif     ,Cotton(lint),8209,11859
West Bengal,COOCHBEHAR,2006,Whole Year ,Tobacco,11260,16147
Karnataka,RAICHUR,2011,Kharif     ,Cowpea(Lobia),181,96
Uttar Pradesh,MAHOBA,1999,Kharif     ,Small millets,313,187
Tamil Nadu,MADURAI,2000,Whole Year ,Banana,1577,48810
West Bengal,BANKURA,1997,Kharif     ,Urad,724,430
Bihar,MUZAFFARPUR,2005,Whole Year ,Banana,329,2109
Meghalaya,EAST GARO HILLS,1997,Whole Year ,Turmeric,100,556
Kerala,PALAKKAD,2010,Whole Year ,Sugarcane,567.79,46783.71
Assam,DIBRUGARH,2003,Kharif     ,Maize,432,231
Assam,KOKRAJHAR,2000,Whole Year ,Potato,2660,24222
Madhya Pradesh,BALAGHAT,2002,Kharif     ,Rice,247502,207801
Assam,TINSUKIA,2007,Whole Year ,Banana,1430,19598
Uttar Pradesh,SONBHADRA,2007,Summer     ,Onion,80,1080
Chhattisgarh,KABIRDHAM,2005,Rabi       ,Gram,63436,34890
Uttar Pradesh,AMROHA,2003,Kharif     ,Moong(Green Gram),136,32
Himachal Pradesh,UNA,1998,Rabi       ,Linseed,5,3
Sikkim,EAST DISTRICT,2010,Kharif     ,Soyabean,1000,965
Uttar Pradesh,SONBHADRA,2003,Kharif     ,Maize,17016,19432
Bihar,NAWADA,2003,Kharif     ,Arhar/Tur,797,821
Madhya Pradesh,SEHORE,2003,Whole Year ,Dry chillies,188,90
Maharashtra,THANE,2003,Kharif     ,Urad,4700,3500
